sigma,m,n,p,q,tc,coef_input_vals,error_vals_all,error_next,pole,residue,multiplicity_pole,poles_all
0.8107207207207207,1,0,[1.],[-0.43478318  1.        ],"[1.0, 0.434783178469306, 0.18903641227987236, 0.08218985217747705]","[1, 0.434783178469306, 0.1697345721178044, 0.063911822373304]","[0.0, 0.0, -0.019301840162067957, -0.01827802980417305]",0.0,(2.299996985901321+0j),(-2.299996985901321+0j),[1],[array([2.29999699])]
0.8107207207207207,1,1,[0.04439417 1.        ],[-0.390389  1.      ],"[1.0, 0.434783178469306, 0.1697345721178044, 0.06626251059997713]","[1, 0.434783178469306, 0.1697345721178044, 0.063911822373304]","[0.0, 0.0, 0.0, -0.0023506882266731283]",0.0,(2.561547556543427+0j),(-2.8528410796426655+0j),[1],[array([2.56154756])]
0.8107207207207207,1,2,[0.0060214  0.05824338 1.        ],[-0.3765398  1.       ],"[1.0, 0.434783178469306, 0.1697345721178044, 0.063911822373304]","[1, 0.434783178469306, 0.1697345721178044, 0.063911822373304]","[0.0, 0.0, 0.0, 0.0]",0.0,(2.655761732569569+0j),(-3.1793448476785313+0j),[1],[array([2.65576173])]
0.8107207207207207,2,0,[1.],[ 0.01930184 -0.43478318  1.        ],"[1.0, 0.434783178469306, 0.1697345721178044, 0.06540562134553622]","[1, 0.434783178469306, 0.1697345721178044, 0.063911822373304]","[0.0, 0.0, 0.0, -0.001493798972232216]",0.0,(2.6001320993253074+0j),(-2.990354520827668+0j),[1],"[array([ 2.6001321 , 19.92534603])]"
0.8107207207207207,2,1,[-0.07739153  1.        ],[ 0.05295038 -0.51217471  1.        ],"[1.0, 0.434783178469306, 0.1697345721178044, 0.063911822373304]","[1, 0.434783178469306, 0.1697345721178044, 0.063911822373304]","[0.0, 0.0, 0.0, 0.0]",0.0,(2.7139088224795813+0j),(-3.5145589325950533+0j),[1],"[array([2.71390882, 6.9588215 ])]"
0.8107207207207207,3,0,[1.],[ 0.0014938   0.01930184 -0.43478318  1.        ],"[1.0, 0.434783178469306, 0.1697345721178044, 0.063911822373304]","[1, 0.434783178469306, 0.1697345721178044, 0.063911822373304]","[0.0, 0.0, 0.0, 0.0]",0.0,(2.6872546835614552+0j),(-3.3480247218413326+0j),[1],"[array([  2.68725468,   9.80314007, -25.41170513])]"
0.9108108108108108,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.4276775201314128, 0.16490427218940568, 0.0613829275958744]","[0.0, 0.4276775201314128, 0.16490427218940568, 0.0613829275958744]",0.0,,,[],[]
0.9108108108108108,0,1,[0.42767752 1.        ],[1.],"[1.0, 0.4276775201314128, 0.0, 0.0]","[1, 0.4276775201314128, 0.16490427218940568, 0.0613829275958744]","[0.0, 0.0, 0.16490427218940568, 0.0613829275958744]",0.0,,,[],[]
0.9108108108108108,0,2,[0.16490427 0.42767752 1.        ],[1.],"[1.0, 0.4276775201314128, 0.16490427218940568, 0.0]","[1, 0.4276775201314128, 0.16490427218940568, 0.0613829275958744]","[0.0, 0.0, 0.0, 0.0613829275958744]",0.0,,,[],[]
0.9108108108108108,0,3,[0.06138293 0.16490427 0.42767752 1.        ],[1.],"[1.0, 0.4276775201314128, 0.16490427218940568, 0.0613829275958744]","[1, 0.4276775201314128, 0.16490427218940568, 0.0613829275958744]","[0.0, 0.0, 0.0, 0.0]",0.0,,,[],[]
0.9108108108108108,1,0,[1.],[-0.42767752  1.        ],"[1.0, 0.4276775201314128, 0.182908061225755, 0.07822566603707552]","[1, 0.4276775201314128, 0.16490427218940568, 0.0613829275958744]","[0.0, 0.0, -0.018003789036349332, -0.01684273844120112]",0.0,(2.338210340568588+0j),(-2.338210340568588+0j),[1],[array([2.33821034])]
0.9108108108108108,1,1,[0.04209665 1.        ],[-0.38558087  1.        ],"[1.0, 0.4276775201314128, 0.16490427218940568, 0.06358393346922198]","[1, 0.4276775201314128, 0.16490427218940568, 0.0613829275958744]","[0.0, 0.0, 0.0, -0.0022010058733475737]",0.0,(2.5934896316099754+0j),(-2.8766396044732327+0j),[1],[array([2.59348963])]
0.9108108108108108,1,2,[0.00570829 0.05544382 1.        ],[-0.3722337  1.       ],"[1.0, 0.4276775201314128, 0.16490427218940568, 0.0613829275958744]","[1, 0.4276775201314128, 0.16490427218940568, 0.0613829275958744]","[0.0, 0.0, 0.0, 0.0]",0.0,(2.6864843149072777+0j),(-3.1973106547296464+0j),[1],[array([2.68648431])]
0.9108108108108108,2,0,[1.],[ 0.01800379 -0.42767752  1.        ],"[1.0, 0.4276775201314128, 0.16490427218940568, 0.06282603434100552]","[1, 0.4276775201314128, 0.16490427218940568, 0.0613829275958744]","[0.0, 0.0, 0.0, -0.001443106745131116]",0.0,(2.6292147866172293+0j),(-3.002950127342133+0j),[1],"[array([ 2.62921479, 21.125647  ])]"
0.9108108108108108,2,1,[-0.08015572  1.        ],[ 0.05228459 -0.50783324  1.        ],"[1.0, 0.4276775201314128, 0.16490427218940568, 0.06138292759587439]","[1, 0.4276775201314128, 0.16490427218940568, 0.0613829275958744]","[0.0, 0.0, 0.0, 1.3877787807814457e-17]",1.3877787807814457e-17,(2.7448344194483534+0j),(-3.5324139149958556+0j),[1],"[array([2.74483442, 6.96803205])]"
0.9108108108108108,3,0,[1.],[ 0.00144311  0.01800379 -0.42767752  1.        ],"[1.0, 0.4276775201314128, 0.16490427218940568, 0.0613829275958744]","[1, 0.4276775201314128, 0.16490427218940568, 0.0613829275958744]","[0.0, 0.0, 0.0, 0.0]",0.0,(2.716497613346547+0j),(-3.356657507015315+0j),[1],"[array([  2.71649761,  10.08976691, -25.28197992])]"
1.010900900900901,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.4207565520270522, 0.1602512576010915, 0.058973469358216]","[0.0, 0.4207565520270522, 0.1602512576010915, 0.058973469358216]",0.0,,,[],[]
1.010900900900901,0,1,[0.42075655 1.        ],[1.],"[1.0, 0.4207565520270522, 0.0, 0.0]","[1, 0.4207565520270522, 0.1602512576010915, 0.058973469358216]","[0.0, 0.0, 0.1602512576010915, 0.058973469358216]",0.0,,,[],[]
1.010900900900901,0,2,[0.16025126 0.42075655 1.        ],[1.],"[1.0, 0.4207565520270522, 0.1602512576010915, 0.0]","[1, 0.4207565520270522, 0.1602512576010915, 0.058973469358216]","[0.0, 0.0, 0.0, 0.058973469358216]",0.0,,,[],[]
1.010900900900901,0,3,[0.05897347 0.16025126 0.42075655 1.        ],[1.],"[1.0, 0.4207565520270522, 0.1602512576010915, 0.05897346935821599]","[1, 0.4207565520270522, 0.1602512576010915, 0.058973469358216]","[0.0, 0.0, 0.0, 6.938893903907228e-18]",6.938893903907228e-18,,,[],[]
1.010900900900901,1,0,[1.],[-0.42075655  1.        ],"[1.0, 0.4207565520270522, 0.17703607607369348, 0.07448908895316618]","[1, 0.4207565520270522, 0.1602512576010915, 0.058973469358216]","[0.0, 0.0, -0.016784818472601992, -0.01551561959495018]",0.0,(2.3766712489261623+0j),(-2.3766712489261623+0j),[1],[array([2.37667125])]
1.010900900900901,1,1,[0.039892 1.      ],[-0.38086456  1.        ],"[1.0, 0.4207565520270522, 0.1602512576010915, 0.061034024161982094]","[1, 0.4207565520270522, 0.1602512576010915, 0.058973469358216]","[0.0, 0.0, 0.0, -0.0020605548037660945]",0.0,(2.6256053046050254+0j),(-2.9006128713362584+0j),[1],[array([2.6256053])]
1.010900900900901,1,2,[0.0054102  0.05275027 1.        ],[-0.36800628  1.        ],"[1.0, 0.4207565520270522, 0.1602512576010915, 0.05897346935821599]","[1, 0.4207565520270522, 0.1602512576010915, 0.058973469358216]","[0.0, 0.0, 0.0, 6.938893903907228e-18]",6.938893903907228e-18,(2.7173449238282905+0j),(-3.215405516650168+0j),[1],[array([2.71734492])]
1.010900900900901,2,0,[1.],[ 0.01678482 -0.42075655  1.        ],"[1.0, 0.4207565520270522, 0.1602512576010915, 0.060364444259302215]","[1, 0.4207565520270522, 0.1602512576010915, 0.058973469358216]","[0.0, 0.0, 0.0, -0.0013909749010862157]",0.0,(2.6586431722720305+0j),(-3.016528774096162+0j),[1],"[array([ 2.65864317, 22.40904241])]"
1.010900900900901,2,1,[-0.08287101  1.        ],[ 0.05165334 -0.50362756  1.        ],"[1.0, 0.4207565520270522, 0.1602512576010915, 0.058973469358216006]","[1, 0.4207565520270522, 0.1602512576010915, 0.058973469358216]","[0.0, 0.0, 0.0, -6.938893903907228e-18]",-6.938893903907228e-18,(2.775905971104011+0j),(-3.5505173552830227+0j),[1],"[array([2.77590597, 6.97423923])]"
1.010900900900901,3,0,[1.],[ 0.00139097  0.01678482 -0.42075655  1.        ],"[1.0, 0.4207565520270522, 0.1602512576010915, 0.058973469358216006]","[1, 0.4207565520270522, 0.1602512576010915, 0.058973469358216]","[0.0, 0.0, 0.0, -6.938893903907228e-18]",-6.938893903907228e-18,(2.7459009935301704+0j),(-3.365712428680042+0j),[1],"[array([  2.74590099,  10.38882591, -25.20167251])]"
1.110990990990991,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.4140141325851694, 0.1557677905397397, 0.0566769954319712]","[0.0, 0.4140141325851694, 0.1557677905397397, 0.0566769954319712]",0.0,,,[],[]
1.110990990990991,0,1,[0.41401413 1.        ],[1.],"[1.0, 0.4140141325851694, 0.0, 0.0]","[1, 0.4140141325851694, 0.1557677905397397, 0.0566769954319712]","[0.0, 0.0, 0.1557677905397397, 0.0566769954319712]",0.0,,,[],[]
1.110990990990991,0,2,[0.15576779 0.41401413 1.        ],[1.],"[1.0, 0.4140141325851694, 0.1557677905397397, 0.0]","[1, 0.4140141325851694, 0.1557677905397397, 0.0566769954319712]","[0.0, 0.0, 0.0, 0.0566769954319712]",0.0,,,[],[]
1.110990990990991,0,3,[0.056677   0.15576779 0.41401413 1.        ],[1.],"[1.0, 0.4140141325851694, 0.1557677905397397, 0.05667699543197121]","[1, 0.4140141325851694, 0.1557677905397397, 0.0566769954319712]","[0.0, 0.0, 0.0, -6.938893903907228e-18]",-6.938893903907228e-18,,,[],[]
1.110990990990991,1,0,[1.],[-0.41401413  1.        ],"[1.0, 0.4140141325851694, 0.1714077019802502, 0.07096521105377052]","[1, 0.4140141325851694, 0.1557677905397397, 0.0566769954319712]","[0.0, 0.0, -0.015639911440510523, -0.014288215621799313]",0.0,(2.41537648426599+0j),(-2.41537648426599+0j),[1],[array([2.41537648])]
1.110990990990991,1,1,[0.03777627 1.        ],[-0.37623786  1.        ],"[1.0, 0.4140141325851694, 0.1557677905397397, 0.05860573990101848]","[1, 0.4140141325851694, 0.1557677905397397, 0.0566769954319712]","[0.0, 0.0, 0.0, -0.0019287444690472763]",0.0,(2.657893080145767+0j),(-2.924759627124363+0j),[1],[array([2.65789308])]
1.110990990990991,1,2,[0.0051264  0.05015845 1.        ],[-0.36385568  1.        ],"[1.0, 0.4140141325851694, 0.1557677905397397, 0.056676995431971196]","[1, 0.4140141325851694, 0.1557677905397397, 0.0566769954319712]","[0.0, 0.0, 0.0, 6.938893903907228e-18]",6.938893903907228e-18,(2.7483424156932617+0j),(-3.23362892636537+0j),[1],[array([2.74834242])]
1.110990990990991,2,0,[1.],[ 0.01563991 -0.41401413  1.        ],"[1.0, 0.4140141325851694, 0.1557677905397397, 0.05801492231626685]","[1, 0.4140141325851694, 0.1557677905397397, 0.0566769954319712]","[0.0, 0.0, 0.0, -0.0013379268842956468]",0.0,(2.688405397689727+0j),(-3.031025995095946+0j),[1],"[array([ 2.6884054 , 23.78323635])]"
1.110990990990991,2,1,[-0.08554568  1.        ],[ 0.05105703 -0.49955981  1.        ],"[1.0, 0.4140141325851694, 0.1557677905397397, 0.056676995431971196]","[1, 0.4140141325851694, 0.1557677905397397, 0.0566769954319712]","[0.0, 0.0, 0.0, 6.938893903907228e-18]",6.938893903907228e-18,(2.8071252807101614+0j),(-3.5688902263096134+0j),[1],"[array([2.80712528, 6.97722349])]"
1.110990990990991,3,0,[1.],[ 0.00133793  0.01563991 -0.41401413  1.        ],"[1.0, 0.4140141325851694, 0.1557677905397397, 0.05667699543197121]","[1, 0.4140141325851694, 0.1557677905397397, 0.0566769954319712]","[0.0, 0.0, 0.0, -6.938893903907228e-18]",-6.938893903907228e-18,(2.775466933002143+0j),(-3.3751970684954804+0j),[1],"[array([  2.77546693,  10.70084097, -25.1659687 ])]"
1.211081081081081,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.4074443612978822, 0.1514465182245417, 0.0544874422656488]","[0.0, 0.4074443612978822, 0.1514465182245417, 0.0544874422656488]",0.0,,,[],[]
1.211081081081081,0,1,[0.40744436 1.        ],[1.],"[1.0, 0.4074443612978822, 0.0, 0.0]","[1, 0.4074443612978822, 0.1514465182245417, 0.0544874422656488]","[0.0, 0.0, 0.1514465182245417, 0.0544874422656488]",0.0,,,[],[]
1.211081081081081,0,2,[0.15144652 0.40744436 1.        ],[1.],"[1.0, 0.4074443612978822, 0.1514465182245417, 0.0]","[1, 0.4074443612978822, 0.1514465182245417, 0.0544874422656488]","[0.0, 0.0, 0.0, 0.0544874422656488]",0.0,,,[],[]
1.211081081081081,0,3,[0.05448744 0.15144652 0.40744436 1.        ],[1.],"[1.0, 0.4074443612978822, 0.1514465182245417, 0.0544874422656488]","[1, 0.4074443612978822, 0.1514465182245417, 0.0544874422656488]","[0.0, 0.0, 0.0, 0.0]",0.0,,,[],[]
1.211081081081081,1,0,[1.],[-0.40744436  1.        ],"[1.0, 0.4074443612978822, 0.16601090755343917, 0.06764020819659279]","[1, 0.4074443612978822, 0.1514465182245417, 0.0544874422656488]","[0.0, 0.0, -0.014564389328897476, -0.013152765930943992]",0.0,(2.4543228351831354+0j),(-2.4543228351831354+0j),[1],[array([2.45432284])]
1.211081081081081,1,1,[0.03574571 1.        ],[-0.37169865  1.        ],"[1.0, 0.4074443612978822, 0.1514465182245417, 0.05629246606647212]","[1, 0.4074443612978822, 0.1514465182245417, 0.0544874422656488]","[0.0, 0.0, 0.0, -0.0018050238008233202]",0.0,(2.6903514592114037+0j),(-2.949078609514241+0j),[1],[array([2.69035146])]
1.211081081081081,1,2,[0.00485615 0.04766427 1.        ],[-0.35978009  1.        ],"[1.0, 0.4074443612978822, 0.1514465182245417, 0.05448744226564881]","[1, 0.4074443612978822, 0.1514465182245417, 0.0544874422656488]","[0.0, 0.0, 0.0, -1.3877787807814457e-17]",-1.3877787807814457e-17,(2.7794756356185215+0j),(-3.251980311895224+0j),[1],[array([2.77947564])]
1.211081081081081,2,0,[1.],[ 0.01456439 -0.40744436  1.        ],"[1.0, 0.4074443612978822, 0.1514465182245417, 0.055771851580980136]","[1, 0.4074443612978822, 0.1514465182245417, 0.0544874422656488]","[0.0, 0.0, 0.0, -0.0012844093153313377]",0.0,(2.718490462303334+0j),(-3.046383742255266+0j),[1],"[array([ 2.71849046, 25.25689197])]"
1.211081081081081,2,1,[-0.08818834  1.        ],[ 0.05049623 -0.4956327   1.        ],"[1.0, 0.4074443612978822, 0.1514465182245417, 0.0544874422656488]","[1, 0.4074443612978822, 0.1514465182245417, 0.0544874422656488]","[0.0, 0.0, 0.0, 0.0]",0.0,(2.838494570068738+0j),(-3.587556609873799+0j),[1],"[array([2.83849457, 6.97674689])]"
1.211081081081081,3,0,[1.],[ 0.00128441  0.01456439 -0.40744436  1.        ],"[1.0, 0.4074443612978822, 0.1514465182245417, 0.0544874422656488]","[1, 0.4074443612978822, 0.1514465182245417, 0.0544874422656488]","[0.0, 0.0, 0.0, 0.0]",0.0,(2.8051970633004553+0j),(-3.3851160957312514+0j),[1],"[array([  2.80519706,  11.0263925 , -25.17095713])]"
1.311171171171171,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.4010415680059998, 0.1472804516318598, 0.052399108828746]","[0.0, 0.4010415680059998, 0.1472804516318598, 0.052399108828746]",0.0,,,[],[]
1.311171171171171,0,1,[0.40104157 1.        ],[1.],"[1.0, 0.4010415680059998, 0.0, 0.0]","[1, 0.4010415680059998, 0.1472804516318598, 0.052399108828746]","[0.0, 0.0, 0.1472804516318598, 0.052399108828746]",0.0,,,[],[]
1.311171171171171,0,2,[0.14728045 0.40104157 1.        ],[1.],"[1.0, 0.4010415680059998, 0.1472804516318598, 0.0]","[1, 0.4010415680059998, 0.1472804516318598, 0.052399108828746]","[0.0, 0.0, 0.0, 0.052399108828746]",0.0,,,[],[]
1.311171171171171,0,3,[0.05239911 0.14728045 0.40104157 1.        ],[1.],"[1.0, 0.4010415680059998, 0.1472804516318598, 0.05239910882874601]","[1, 0.4010415680059998, 0.1472804516318598, 0.052399108828746]","[0.0, 0.0, 0.0, -6.938893903907228e-18]",-6.938893903907228e-18,,,[],[]
1.311171171171171,1,0,[1.],[-0.40104157  1.        ],"[1.0, 0.4010415680059998, 0.160834339268711, 0.0645012556095328]","[1, 0.4010415680059998, 0.1472804516318598, 0.052399108828746]","[0.0, 0.0, -0.013553887636851197, -0.012102146780786804]",0.0,(2.4935071069367036+0j),(-2.4935071069367036+0j),[1],[array([2.49350711])]
1.311171171171171,1,1,[0.03379672 1.        ],[-0.36724485  1.        ],"[1.0, 0.4010415680059998, 0.1472804516318598, 0.054087987788238624]","[1, 0.4010415680059998, 0.1472804516318598, 0.052399108828746]","[0.0, 0.0, 0.0, -0.001688878959492622]",0.0,(2.7229789395841744+0j),(-2.9735685472049345+0j),[1],[array([2.72297894])]
1.311171171171171,1,2,[0.00459878 0.04526381 1.        ],[-0.35577776  1.        ],"[1.0, 0.4010415680059998, 0.1472804516318598, 0.052399108828745995]","[1, 0.4010415680059998, 0.1472804516318598, 0.052399108828746]","[0.0, 0.0, 0.0, 6.938893903907228e-18]",6.938893903907228e-18,(2.810743444382057+0j),(-3.2704591318443716+0j),[1],[array([2.81074344])]
1.311171171171171,2,0,[1.],[ 0.01355389 -0.40104157  1.        ],"[1.0, 0.4010415680059998, 0.1472804516318598, 0.05362991090861293]","[1, 0.4010415680059998, 0.1472804516318598, 0.052399108828746]","[0.0, 0.0, 0.0, -0.0012308020798669286]",0.0,(2.748888130599369+0j),(-3.062549577098253+0j),[1],"[array([ 2.74888813, 26.83978626])]"
1.311171171171171,2,1,[-0.09080805  1.        ],[ 0.04997169 -0.49184962  1.        ],"[1.0, 0.4010415680059998, 0.14728045163185982, 0.05239910882874602]","[1, 0.4010415680059998, 0.1472804516318598, 0.052399108828746]","[0.0, 0.0, -2.7755575615628914e-17, -2.0816681711721685e-17]",-2.0816681711721685e-17,(2.870016643505374+0j),(-3.6065448145401726+0j),[1],"[array([2.87001664, 6.97254861])]"
1.311171171171171,3,0,[1.],[ 0.0012308   0.01355389 -0.40104157  1.        ],"[1.0, 0.4010415680059998, 0.1472804516318598, 0.052399108828745995]","[1, 0.4010415680059998, 0.1472804516318598, 0.052399108828746]","[0.0, 0.0, 0.0, 6.938893903907228e-18]",6.938893903907228e-18,(2.8350926295336847+0j),(-3.3954718828099186+0j),[1],"[array([  2.83509263,  11.3661195 , -25.21345191])]"
1.4112612612612612,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.3948003027100722, 0.1432629454919655, 0.0504066333336172]","[0.0, 0.3948003027100722, 0.1432629454919655, 0.0504066333336172]",0.0,,,[],[]
1.4112612612612612,0,1,[0.3948003 1.       ],[1.],"[1.0, 0.3948003027100722, 0.0, 0.0]","[1, 0.3948003027100722, 0.1432629454919655, 0.0504066333336172]","[0.0, 0.0, 0.1432629454919655, 0.0504066333336172]",0.0,,,[],[]
1.4112612612612612,0,2,[0.14326295 0.3948003  1.        ],[1.],"[1.0, 0.3948003027100722, 0.1432629454919655, 0.0]","[1, 0.3948003027100722, 0.1432629454919655, 0.0504066333336172]","[0.0, 0.0, 0.0, 0.0504066333336172]",0.0,,,[],[]
1.4112612612612612,0,3,[0.05040663 0.14326295 0.3948003  1.        ],[1.],"[1.0, 0.3948003027100722, 0.1432629454919655, 0.0504066333336172]","[1, 0.3948003027100722, 0.1432629454919655, 0.0504066333336172]","[0.0, 0.0, 0.0, 0.0]",0.0,,,[],[]
1.4112612612612612,1,0,[1.],[-0.3948003  1.       ],"[1.0, 0.3948003027100722, 0.15586727901996467, 0.061536448939677336]","[1, 0.3948003027100722, 0.1432629454919655, 0.0504066333336172]","[0.0, 0.0, -0.012604333527999168, -0.011129815606060134]",0.0,(2.532926122739996+0j),(-2.532926122739996+0j),[1],[array([2.53292612])]
1.4112612612612612,1,1,[0.03192585 1.        ],[-0.36287446  1.        ],"[1.0, 0.3948003027100722, 0.1432629454919655, 0.05198646356182304]","[1, 0.3948003027100722, 0.1432629454919655, 0.0504066333336172]","[0.0, 0.0, 0.0, -0.0015798302282058405]",0.0,(2.7557740164724835+0j),(-2.9982281605788605+0j),[1],[array([2.75577402])]
1.4112612612612612,1,2,[0.00435366 0.04295333 1.        ],[-0.35184697  1.        ],"[1.0, 0.3948003027100722, 0.1432629454919655, 0.0504066333336172]","[1, 0.3948003027100722, 0.1432629454919655, 0.0504066333336172]","[0.0, 0.0, 0.0, 0.0]",0.0,(2.842144694405142+0j),(-3.2890647907346873+0j),[1],[array([2.84214469])]
1.4112612612612612,2,0,[1.],[ 0.01260433 -0.3948003   1.        ],"[1.0, 0.3948003027100722, 0.1432629454919655, 0.05158405955505178]","[1, 0.3948003027100722, 0.1432629454919655, 0.0504066333336172]","[0.0, 0.0, 0.0, -0.0011774262214345743]",0.0,(2.77958885168792+0j),(-3.0794759834034724+0j),[1],"[array([ 2.77958885, 28.5429957 ])]"
1.4112612612612612,2,1,[-0.0934144  1.       ],[ 0.04948437 -0.4882147   1.        ],"[1.0, 0.3948003027100722, 0.1432629454919655, 0.050406633333617216]","[1, 0.3948003027100722, 0.1432629454919655, 0.0504066333336172]","[0.0, 0.0, 0.0, -1.3877787807814457e-17]",-1.3877787807814457e-17,(2.9016949301389587+0j),(-3.625887882363129+0j),[1],"[array([2.90169493, 6.9643444 ])]"
1.4112612612612612,3,0,[1.],[ 0.00117743  0.01260433 -0.3948003   1.        ],"[1.0, 0.3948003027100722, 0.1432629454919655, 0.0504066333336172]","[1, 0.3948003027100722, 0.1432629454919655, 0.0504066333336172]","[0.0, 0.0, 0.0, 0.0]",0.0,(2.86515449997154+0j),(-3.4062647351890822+0j),[1],"[array([  2.8651545 ,  11.7207259 , -25.29086836])]"
1.5113513513513512,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.3887153258794114, 0.1393876795019856, 0.0485049707741028]","[0.0, 0.3887153258794114, 0.1393876795019856, 0.0485049707741028]",0.0,,,[],[]
1.5113513513513512,0,1,[0.38871533 1.        ],[1.],"[1.0, 0.3887153258794114, 0.0, 0.0]","[1, 0.3887153258794114, 0.1393876795019856, 0.0485049707741028]","[0.0, 0.0, 0.1393876795019856, 0.0485049707741028]",0.0,,,[],[]
1.5113513513513512,0,2,[0.13938768 0.38871533 1.        ],[1.],"[1.0, 0.3887153258794114, 0.1393876795019856, 0.0]","[1, 0.3887153258794114, 0.1393876795019856, 0.0485049707741028]","[0.0, 0.0, 0.0, 0.0485049707741028]",0.0,,,[],[]
1.5113513513513512,0,3,[0.04850497 0.13938768 0.38871533 1.        ],[1.],"[1.0, 0.3887153258794114, 0.1393876795019856, 0.0485049707741028]","[1, 0.3887153258794114, 0.1393876795019856, 0.0485049707741028]","[0.0, 0.0, 0.0, 0.0]",0.0,,,[],[]
