pole_2,poles,poly_type,remainder,res_2,residues,sigma
(-126.16265864106526+0j),9.445301639276034,2_1,0.5418255580006017,(73.47585874821937+0j),-3.944453317299749,21.529369369369373
(-13.891305528234582+17.83878504340649j),10.644393310219368,3_0,0.1576580943888973,(2.9565199911135607-4.066436359613121j),-5.913039982227121,21.529369369369373
,,0_0,,,,21.629459459459454
,,0_1,,,,21.629459459459454
,,0_2,,,,21.629459459459454
,,0_3,,,,21.629459459459454
,25.363285299955656,1_0,0.0,,-25.363285299955656,21.629459459459454
,8.428298029672508,1_1,0.6676969118946413,,-2.800749462732485,21.629459459459454
,9.563129524268565,1_2,0.5214187738903746,,-4.091237796065799,21.629459459459454
(-25.28497468494983+0j),12.662034725924762,2_0,0.2223365761016808,(8.437008145712117+0j),-8.437008145712117,21.629459459459454
(-126.82998900659763+0j),9.483561429573337,2_1,0.5420049960433259,(73.88262536480855+0j),-3.959076079433737,21.629459459459454
(-13.945142902555897+17.910264818500412j),10.68864195051765,3_0,0.15766843509043457,(2.968552940499242-4.082948811883615j),-5.937105880998484,21.629459459459454
,,0_0,,,,21.72954954954955
,,0_1,,,,21.72954954954955
,,0_2,,,,21.72954954954955
,,0_3,,,,21.72954954954955
,25.472380667771173,1_0,0.0,,-25.472380667771173,21.72954954954955
,8.463067677108583,1_1,0.6677551349640263,,-2.8118107781712527,21.72954954954955
,9.601571127168436,1_2,0.5216428713994593,,-4.106100361336347,21.72954954954955
(-25.3892933706684+0j),12.715384576894001,2_0,0.22234303164692226,(8.472309614790648+0j),-8.472309614790648,21.72954954954955
(-127.49753192313646+0j),9.521837404546888,2_1,0.5421825930377298,(74.28951695847773+0j),-3.973708819850812,21.72954954954955
(-13.999012732954409+17.981779121766948j),10.732906844791327,3_0,0.1576786621017103,(2.980591062524066-4.099468576124372j),-5.961182125048134,21.72954954954955
,,0_0,,,,21.82963963963964
,,0_1,,,,21.82963963963964
,,0_2,,,,21.82963963963964
,,0_3,,,,21.82963963963964
,25.58150503981633,1_0,0.0,,-25.58150503981633,21.82963963963964
,8.497850659883056,1_1,0.6678127167789161,,-2.8228779239250477,21.82963963963964
,9.640029191794444,1_2,0.5218646461569392,,-4.120973869228739,21.82963963963964
(-25.493652547487144+0j),12.768751618868968,2_0,0.22234941535388045,(8.507623196423161+0j),-8.507623196423161,21.82963963963964
(-128.16530111991247+0j),9.56012927526029,2_1,0.5423583897465365,(74.69654265627459+0j),-3.9883512825502816,21.82963963963964
(-14.052914268597018+18.05332737177742j),10.777187774302924,3_0,0.15768877785824256,(2.9926342762092624-4.115995512911375j),-5.985268552418525,21.82963963963964
,,0_0,,,,21.92972972972973
,,0_1,,,,21.92972972972973
,,0_2,,,,21.92972972972973
,,0_3,,,,21.92972972972973
,25.690658106936976,1_0,0.0,,-25.690658106936976,21.92972972972973
,8.532646849225339,1_1,0.6678696663313051,,-2.8339508451103503,21.92972972972973
,9.67850361179955,1_2,0.5220841233038003,,-4.135858277742071,21.92972972972973
(-25.598051818827365+0j),12.822135679236418,2_0,0.2223557282439271,(8.542948770400196+0j),-8.542948770400196,21.92972972972973
(-128.83328727976271+0j),9.598436934848838,2_1,0.5425324051964805,(75.10369629364908+0j),-4.003003427953702,21.92972972972973
(-14.106847311338639+18.124909311163368j),10.82148460019663,3_0,0.15769878372602053,(3.0046825415468685-4.132529570139297j),-6.009365083093737,21.92972972972973
,,0_0,,,,22.02981981981982
,,0_1,,,,22.02981981981982
,,0_2,,,,22.02981981981982
,,0_3,,,,22.02981981981982
,25.799839564118475,1_0,0.0,,-25.799839564118475,22.02981981981982
,8.5674561178869,1_1,0.6679259924622857,,-2.845029487470211,22.02981981981982
,9.716994285763148,1_2,0.5223013271326968,,-4.15075355004858,22.02981981981982
(-25.702490792899+0j),12.875536587533707,2_0,0.22236197132097932,(8.578286217987733+0j),-8.578286217987733,22.02981981981982
(-129.5014807604283+0j),9.636760280866788,2_1,0.5427046577936061,(75.51097149032033+0j),-4.01766522068165,22.02981981981982
(-14.160811675151798+18.19652469128205j),10.86579718667974,3_0,0.15770868103167465,(3.016735819717393-4.149070697863276j),-6.033471639434786,22.02981981981982
,,0_0,,,,22.129909909909916
,,0_1,,,,22.129909909909916
,,0_2,,,,22.129909909909916
,,0_3,,,,22.129909909909916
,25.90904911042064,1_0,0.0,,-25.90904911042064,22.129909909909916
,8.602278340123561,1_1,0.6679817038648586,,-2.856113797368058,22.129909909909916
,9.75550102402272,1_2,0.522516293818693,,-4.165659535149459,22.129909909909916
(-25.80696908264233+0j),12.92895417541979,2_0,0.222368145571833,(8.613635421908107+0j),-8.613635421908107,22.129909909909916
(-130.16988193814078+0j),9.67509913527644,2_1,0.5428751746023747,(75.91836851749716+0j),-4.0323365341373245,22.129909909909916
(-14.214806943907426+18.268173130566794j),10.910125366452744,3_0,0.1577184715136168,(3.0287940552080195-4.165618810114798j),-6.057588110416037,22.129909909909916
,,0_0,,,,22.23
,,0_1,,,,22.23
,,0_2,,,,22.23
,,0_3,,,,22.23
,26.018286448913763,1_0,0.0,,-26.018286448913763,22.23
,8.637113391671244,1_1,0.6680368090869474,,-2.8672037217770447,22.23
,9.79402370212052,1_2,0.5227290503048948,,-4.180576164599026,22.23
(-25.91148630565018+0j),12.98238827664159,2_0,0.22237425196651828,(8.648996266316711+0j),-8.648996266316711,22.23
(-130.83848422312542+0j),9.713453376177169,2_1,0.5430439759655994,(76.3258830235941+0j),-4.047017307711962,22.23
(-14.268832870767703+18.339854347874954j),10.954468997597555,3_0,0.15772815657406505,(3.040857205262309-4.182173847842585j),-6.081714410524618,22.23
,,0_0,,,,22.33009009009009
,,0_1,,,,22.33009009009009
,,0_2,,,,22.33009009009009
,,0_3,,,,22.33009009009009
,26.127551286615688,1_0,0.0,,-26.127551286615688,22.33009009009009
,8.671961145578933,1_1,0.6680913166929154,,-2.878299205519301,22.33009009009009
,9.832562177150614,1_2,0.5229396254082403,,-4.195503347291162,22.33009009009009
(-26.01604207169722+0j),13.035838723889075,2_0,0.22238029147621627,(8.684368634016934+0j),-8.684368634016934,22.33009009009009
(-131.50728282184335+0j),9.751822865416724,2_1,0.5432110836328199,(76.73351187337957+0j),-4.061707462117877,22.33009009009009
(-14.32288916298077+18.411568031266647j),10.998827930545982,3_0,0.15773773767898405,(3.0529252232231596-4.19873574477027j),-6.1058504464463175,22.33009009009009
,,0_0,,,,22.430180180180177
,,0_1,,,,22.430180180180177
,,0_2,,,,22.430180180180177
,,0_3,,,,22.430180180180177
,26.23684333443016,1_0,0.0,,-26.23684333443016,22.430180180180177
,8.706821489153517,1_1,0.6681452346164026,,-2.8894002025199046,22.430180180180177
,9.871116342246703,1_2,0.5231480440964994,,-4.210441031034664,22.430180180180177
(-26.12063603342648+0j),13.089305361507071,2_0,0.2223862650015747,(8.719752417749907+0j),-8.719752417749907,22.430180180180177
(-132.17627068661747+0j),9.790207497726906,2_1,0.5433765164255351,(77.14125036501076+0j),-4.076406951045104,22.430180180180177
(-14.37697561311302+18.48331393706811j),11.043202036413067,3_0,0.15774721613029166,(3.064998071424233-4.215304448993072j),-6.129996142848466,22.430180180180177
,,0_0,,,,22.53027027027027
,,0_1,,,,22.53027027027027
,,0_2,,,,22.53027027027027
,,0_3,,,,22.53027027027027
,26.34616230708606,1_0,0.0,,-26.34616230708606,22.53027027027027
,8.741694297916787,1_1,0.6681985711609458,,-2.9005066585230024,22.53027027027027
,9.90968601886876,1_2,0.5233543394777054,,-4.225389077296518,22.53027027027027
(-26.225267808433323+0j),13.142788025920861,2_0,0.22239217348359663,(8.755147502825613+0j),-8.755147502825613,22.53027027027027
(-132.84544743754543+0j),9.82860710459766,2_1,0.543540299232438,(77.54909829854164+0j),-4.091115657248506,22.53027027027027
(-14.431091835282416+18.55509170123992j),11.087591154541327,3_0,0.15775659352937582,(3.077075696780227-4.231879879988868j),-6.154151393560454,22.53027027027027
,,0_0,,,,22.63036036036036
,,0_1,,,,22.63036036036036
,,0_2,,,,22.63036036036036
,,0_3,,,,22.63036036036036
,26.455507923077914,1_0,0.0,,-26.455507923077914,22.63036036036036
,8.77657945333943,1_1,0.6682513343210711,,-2.911618522870459,22.63036036036036
,9.948270985527856,1_2,0.523558550510808,,-4.240347289519924,22.63036036036036
(-26.329937032315883+0j),13.196286558940853,2_0,0.22239801782843396,(8.790553778938984+0j),-8.790553778938984,22.63036036036036
(-133.51481832675356+0j),9.86702148135549,2_1,0.5437024611794672,(77.95705919210899+0j),-4.105833417650438,22.63036036036036
(-14.485237329401542+18.62690090014319j),11.131995111656916,3_0,0.1577658716693824,(3.0891580388565862-4.248461939685583j),-6.178316077713173,22.63036036036036
,,0_0,,,,22.730450450450448
,,0_1,,,,22.730450450450448
,,0_2,,,,22.730450450450448
,,0_3,,,,22.730450450450448
,26.564879904607245,1_0,0.0,,-26.564879904607245,22.730450450450448
,8.811476838277697,1_1,0.6683035319595219,,-2.9227357454771914,22.730450450450448
,9.986871431735224,1_2,0.5237606610553832,,-4.2553159957042554,22.730450450450448
(-26.43464334501783+0j),13.249800804321227,2_0,0.22240379892704445,(8.82597113712113+0j),-8.82597113712113,22.730450450450448
(-134.1843427306353+0j),9.905450776754844,2_1,0.5438629911540634,(78.36510609170055+0j),-4.120560489184139,22.730450450450448
(-14.53941265982797+18.698741735271206j),11.17641388804153,3_0,0.1577750503860385,(3.1012451162477292-4.265050698113045j),-6.202490232495457,22.730450450450448
,,0_0,,,,22.83054054054054
,,0_1,,,,22.83054054054054
,,0_2,,,,22.83054054054054
,,0_3,,,,22.83054054054054
,26.674277977525097,1_0,0.0,,-26.674277977525097,22.83054054054054
,8.846386336940922,1_1,0.6683551718102883,,-2.9338582768145858,22.83054054054054
,10.025486896118121,1_2,0.5239607416818018,,-4.270294690607167,22.83054054054054
(-26.539386390726733+0j),13.303330607721643,2_0,0.22240951765554431,(8.861399469711259+0j),-8.861399469711259,22.83054054054054
(-134.85405326247843+0j),9.943894580237657,2_1,0.5440219413691582,(78.77326069166452+0j),-4.135296461686044,22.83054054054054
(-14.593616703940498+18.770613421062546j),11.220847223660362,3_0,0.15778413257498825,(3.113336822963483-4.281645959459159j),-6.226673645926968,22.83054054054054
,,0_0,,,,22.930630630630628
,,0_1,,,,22.930630630630628
,,0_2,,,,22.930630630630628
,,0_3,,,,22.930630630630628
,26.783701871275483,1_0,0.0,,-26.783701871275483,22.930630630630628
,8.881307834929434,1_1,0.6684062614789518,,-2.9449860679405275,22.930630630630628
,10.064117357292066,1_2,0.5241588039661684,,-4.285283430643477,22.930630630630628
(-26.64416581798298+0j),13.356875816722109,2_0,0.2224151748752641,(8.896838670375653+0j),-8.896838670375653,22.930630630630628
(-135.52393342125868+0j),9.982352859582793,2_1,0.5441793209561248,(79.1815120631558+0j),-4.150041374696795,22.930630630630628
(-14.647849478750942+18.8425158411262j),11.265295022774014,3_0,0.1577931190368943,(3.125433137602448-4.298247707865855j),-6.2508662752048965,22.930630630630628
,,0_0,,,,23.03072072072072
,,0_1,,,,23.03072072072072
,,0_2,,,,23.03072072072072
,,0_3,,,,23.03072072072072
,26.893151318839866,1_0,0.0,,-26.893151318839866,23.03072072072072
,8.916241219131747,1_1,0.6684568084482714,,-2.9561190704360154,23.03072072072072
,10.102762627708401,1_2,0.5243548813293806,,-4.30028205894117,23.03072072072072
(-26.74898127936812+0j),13.41043628073231,2_0,0.22242077143338412,(8.93228863403293+0j),-8.93228863403293,23.03072072072072
(-136.19398561291345+0j),10.020825439850825,2_1,0.54433515500844,(79.5898618389362+0j),-4.164795096949965,23.03072072072072
(-14.702110570656664+18.914448627947692j),11.309757129061547,3_0,0.15780201133756988,(3.1375340071165887-4.314855859762846j),-6.2750680142331765,23.03072072072072
,,0_0,,,,23.13081081081081
,,0_1,,,,23.13081081081081
,,0_2,,,,23.13081081081081
,,0_3,,,,23.13081081081081
,27.002626056682587,1_0,0.0,,-27.002626056682587,23.13081081081081
,8.951186377763841,1_1,0.6685068200783898,,-2.9672572364359353,23.13081081081081
,10.141422724475854,1_2,0.5245489800810083,,-4.315290679055489,23.13081081081081
(-26.853832431618063+0j),13.464011851007951,2_0,0.2224263081629735,(8.967749256874153+0j),-8.967749256874153,23.13081081081081
(-136.86418935101133+0j),10.059312322269959,2_1,0.5444894487946635,(79.99829644106676+0j),-4.179557705915439,23.13081081081081
(-14.75640009467068+18.986411725552678j),11.354233463173705,3_0,0.15781081007702152,(3.1496394178911427-4.331470415192633j),-6.299278835782286,23.13081081081081
,,0_0,,,,23.2309009009009
,,0_1,,,,23.2309009009009
,,0_2,,,,23.2309009009009
,,0_3,,,,23.2309009009009
,27.112125824697213,1_0,0.0,,-27.112125824697213,23.2309009009009
,8.986143200337342,1_1,0.6685563036096709,,-2.9784005186126303,23.2309009009009
,10.18009739045703,1_2,0.5247411423569917,,-4.3303090434204465,23.2309009009009
(-26.958718935523862+0j),13.51760238061392,2_0,0.22243178588332005,(9.003220436335623+0j),-9.003220436335623,23.2309009009009
(-137.5345553528745+0j),10.097813272331777,2_1,0.5446422337834718,(80.40682302677727+0j),-4.194328997687964,23.2309009009009
(-14.810717456426195+19.05840466305839j),11.39872384507889,3_0,0.1578195171145138,(3.161749303963913-4.348091262483383j),-6.323498607927828,23.2309009009009
,,0_0,,,,23.330990990990987
,,0_1,,,,23.330990990990987
,,0_2,,,,23.330990990990987
,,0_3,,,,23.330990990990987
,27.221650366153877,1_0,0.0,,-27.221650366153877,23.330990990990987
,9.021111577642321,1_1,0.6686052661649511,,-2.9895488701690556,23.330990990990987
,10.21878654979745,1_2,0.5249313862861744,,-4.345337135058776,23.330990990990987
(-27.063640455876293+0j),13.571207724398624,2_0,0.2224372054001951,(9.038702071081556+0j),-9.038702071081556,23.330990990990987
(-138.20507406741007+0j),10.136328211592298,2_1,0.5447935238868443,(80.81543528589366+0j),-4.209108953195452,23.330990990990987
(-14.865062529683737+19.130427245603823j),11.443228163010957,3_0,0.1578281334536305,(3.173863634317225-4.364718364028074j),-6.347727268634451,23.330990990990987
,,0_0,,,,23.431081081081082
,,0_1,,,,23.431081081081082
,,0_2,,,,23.431081081081082
,,0_3,,,,23.431081081081082
,27.331199427647483,1_0,0.0,,-27.331199427647483,23.431081081081082
,9.056091401730338,1_1,0.6686537147517408,,-3.000702244832048,23.431081081081082
,10.257490062179857,1_2,0.5251197382273392,,-4.360374853820487,23.431081081081082
(-27.168596661411218+0j),13.624827738968749,2_0,0.2224425675061116,(9.074194060986981+0j),-9.074194060986981,23.431081081081082
(-138.87574345675588+0j),10.174857006290857,2_1,0.5449433390378519,(81.22413190192948+0j),-4.223897486714396,23.431081081081082
(-14.919435021231+19.202479181616813j),11.487746282303553,3_0,0.15783666038191985,(3.1859823657840614-4.381351656075058j),-6.371964731568122,23.431081081081082
,,0_0,,,,23.531171171171174
,,0_1,,,,23.531171171171174
,,0_2,,,,23.531171171171174
,,0_3,,,,23.531171171171174
,27.440772759046844,1_0,0.0,,-27.440772759046844,23.531171171171174
,9.091082565897706,1_1,0.6687016562643812,,-3.0118605968456698,23.531171171171174
,10.296207813797079,1_2,0.5253062208935301,,-4.3754221325093585,23.531171171171174
(-27.273587224755776+0j),13.678462282664398,2_0,0.22244787298057794,(9.109696307120942+0j),-9.109696307120942,23.531171171171174
(-139.5465586884834+0j),10.213399545612596,2_1,0.5450916965014967,(81.63290970181667+0j),-4.238694538971851,23.531171171171174
(-14.973834705843853+19.274560220740817j),11.532278079119674,3_0,0.15784509905136865,(3.198105460475243-4.397991085801614j),-6.396210920950486,23.531171171171174
,,0_0,,,,23.63126126126127
,,0_1,,,,23.63126126126127
,,0_2,,,,23.63126126126127
,,0_3,,,,23.63126126126127
,27.550370113444647,1_0,0.0,,-27.550370113444647,23.63126126126127
,9.126084964669037,1_1,0.6687490974861536,,-3.0230238809646623,23.63126126126127
,10.334939683371823,1_2,0.5254908577772218,,-4.390478893535552,23.63126126126127
(-27.378611822375447+0j),13.732111215534642,2_0,0.2224531225903446,(9.145208711729918+0j),-9.145208711729918,23.63126126126127
(-140.21751598820066+0j),10.251955712449378,2_1,0.5452386141131959,(82.04176621640717+0j),-4.253500042385235,23.63126126126127
(-15.028261338568507+19.346670102305264j),11.576823427833508,3_0,0.15785345063490477,(3.2102328792668944-4.414636597468503j),-6.420465758533789,23.63126126126127
,,0_0,,,,23.731351351351357
,,0_1,,,,23.731351351351357
,,0_2,,,,23.731351351351357
,,0_3,,,,23.731351351351357
,27.659991247108323,1_0,0.0,,-27.659991247108323,23.731351351351357
,9.161098493309723,1_1,0.6687960451083852,,-3.034192052135794,23.731351351351357
,10.373685553893818,1_2,0.5256736715900994,,-4.405545064124819,23.731351351351357
(-27.48367013311398+0j),13.785774398959227,2_0,0.2224583170915327,(9.180731177907361+0j),-9.180731177907361,23.731351351351357
(-140.88861124528043+0j),10.290525393434795,2_1,0.5453841091404381,(82.45069875632626+0j),-4.268313933196269,23.731351351351357
(-15.082714685283214+19.41880857264878j),11.621382205144112,3_0,0.15786171627208556,(3.222364583978099-4.431288137215269j),-6.444729167956198,23.731351351351357
,,0_0,,,,23.83144144144144
,,0_1,,,,23.83144144144144
,,0_2,,,,23.83144144144144
,,0_3,,,,23.83144144144144
,27.769635919431785,1_0,0.0,,-27.769635919431785,23.83144144144144
,9.196123049958645,1_1,0.6688425056547586,,-3.0453650669148247,23.83144144144144
,10.412445298401837,1_2,0.5258546862812701,,-4.420620557181008,23.83144144144144
(-27.588761844560977+0j),13.839451697239875,2_0,0.22246345722127178,(9.216263611010126+0j),-9.216263611010126,23.83144144144144
(-141.55984189876173+0j),10.329108466991824,2_1,0.5455281997428828,(82.8597056538656+0j),-4.283136136407582,23.83144144144144
(-15.137194484808415+19.49097536562604j),11.665954285818925,3_0,0.15786989713748573,(3.234500534954909-4.447945647192375j),-6.469001069909819,23.83144144144144
,,0_0,,,,23.93153153153153
,,0_1,,,,23.93153153153153
,,0_2,,,,23.93153153153153
,,0_3,,,,23.93153153153153
,27.879303892887936,1_0,0.0,,-27.879303892887936,23.93153153153153
,9.23115853195714,1_1,0.6688884856155959,,-3.0565428810388413,23.93153153153153
,10.451218799060673,1_2,0.5260339242586713,,-4.4357052973667805,23.93153153153153
(-27.69388664208155+0j),13.893142974829656,2_0,0.22246854371257063,(9.25180591620578+0j),-9.25180591620578,23.93153153153153
(-142.2312043097368+0j),10.367704819259258,2_1,0.5456709029683705,(83.2687845364076+0j),-4.297966586206318,23.93153153153153
(-15.191700500228496+19.56317022799378j),11.710539548002599,3_0,0.15787799434784136,(3.246640694194967-4.464609073462304j),-6.493281388389934,23.93153153153153
,,0_0,,,,24.031621621621625
,,0_1,,,,24.031621621621625
,,0_2,,,,24.031621621621625
,,0_3,,,,24.031621621621625
,27.988994932982024,1_0,0.0,,-27.988994932982024,24.031621621621625
,9.266204838587491,1_1,0.6689339913499979,,-3.0677254512444976,24.031621621621625
,10.490005934534155,1_2,0.5262114082613295,,-4.450799203700987,24.031621621621625
(-27.799044216994062+0j),13.946848098379949,2_0,0.22247357728350214,(9.287358000293118+0j),-9.287358000293118,24.031621621621625
(-142.9026955387232+0j),10.406314333591798,2_1,0.5458122361005563,(83.67793349277052+0j),-4.312805212378623,24.031621621621625
(-15.246232484734092+19.63539290290632j),11.755137869841668,3_0,0.15788600902442695,(3.2587850233231834-4.481278360753865j),-6.517570046646369,24.031621621621625
,,0_0,,,,24.131711711711716
,,0_1,,,,24.131711711711716
,,0_2,,,,24.131711711711716
,,0_3,,,,24.131711711711716
,28.09870880820579,1_0,0.0,,-28.09870880820579,24.131711711711716
,9.301261870277935,1_1,0.6689790291160408,,-3.0789127347453524,24.131711711711716
,10.528806621269743,1_2,0.5263871560954102,,-4.465902242486975,24.131711711711716
(-27.904234264191743+0j),14.000566936131833,2_0,0.22247855864055566,(9.322919771167015+0j),-9.322919771167015,24.131711711711716
(-143.57430849786857+0j),10.444936926019547,2_1,0.5459522128029505,(84.08714785341242+0j),-4.327651982726151,24.131711711711716
(-15.30079028817591+19.70764319163208j),11.799749144412415,3_0,0.15789394210858398,(3.270933491377517-4.497953469245309j),-6.5418669827550335,24.131711711711716
,,0_0,,,,24.2318018018018
,,0_1,,,,24.2318018018018
,,0_2,,,,24.2318018018018
,,0_3,,,,24.2318018018018
,28.208445289992436,1_0,0.0,,-28.208445289992436,24.2318018018018
,9.336329528594774,1_1,0.6690236050723773,,-3.0901046892306088,24.2318018018018
,10.567620707482037,1_2,0.5265611939883679,,-4.481014292385535,24.2318018018018
(-28.00945648211578+0j),14.05429935789931,2_0,0.2224834884788269,(9.358491137808185+0j),-9.358491137808185,24.2318018018018
(-144.24604414423916+0j),10.483572453915974,2_1,0.546090852917733,(84.49642829972035+0j),-4.342506794663287,24.2318018018018
(-15.355373584609236+19.779920793104107j),11.844373240383485,3_0,0.1579017948329426,(3.2830860545190106-4.514634331534522j),-6.566172109038021,24.2318018018018
,,0_0,,,,24.33189189189189
,,0_1,,,,24.33189189189189
,,0_2,,,,24.33189189189189
,,0_3,,,,24.33189189189189
,28.318204152672294,1_0,0.0,,-28.318204152672294,24.33189189189189
,9.371407716219801,1_1,0.6690677252803318,,-3.10130127285407,24.33189189189189
,10.606448142039666,1_2,0.5267335353824311,,-4.496135359337982,24.33189189189189
(-28.11471057268478+0j),14.108045235041581,2_0,0.22248836748226034,(9.394072010263164+0j),-9.394072010263164,24.33189189189189
(-144.91789202802278+0j),10.522220861503015,2_1,0.5462281669014767,(84.90576792660427+0j),-4.3573696479172375,24.33189189189189
(-15.40998230616572+19.852225559451686j),11.8890100646508,3_0,0.15790956797353223,(3.295242688345343-4.531320921159886j),-6.590485376690687,24.33189189189189
,,0_0,,,,24.431981981981977
,,0_1,,,,24.431981981981977
,,0_2,,,,24.431981981981977
,,0_3,,,,24.431981981981977
,28.427985173429317,1_0,0.0,,-28.427985173429317,24.431981981981977
,9.406496336941894,1_1,0.6691113957054604,,-3.1125024442324025,24.431981981981977
,10.645288676549217,1_2,0.5269042181456646,,-4.511265197631404,24.431981981981977
(-28.21999624126648+0j),14.161804440446227,2_0,0.22249319632383324,(9.429662299633874+0j),-9.429662299633874,24.431981981981977
(-145.58986467569272+0j),10.56088192312359,2_1,0.5463641831470245,(85.3151751132603+0j),-4.372240339942125,24.431981981981977
(-15.46461587826944+19.92455704532585j),11.933659451809833,3_0,0.1579172631621219,(3.3074033308916158-4.54801313179747j),-6.614806661783231,24.431981981981977
,,0_0,,,,24.532072072072072
,,0_1,,,,24.532072072072072
,,0_2,,,,24.532072072072072
,,0_3,,,,24.532072072072072
,28.537788132258274,1_0,0.0,,-28.537788132258274,24.532072072072072
,9.441595295639114,1_1,0.6691546222194211,,-3.123708162437059,24.532072072072072
,10.684142332568266,1_2,0.5270732463531115,,-4.526403904094994,24.532072072072072
(-28.325313196621295+0j),14.215576848505416,2_0,0.22249797566577273,(9.465261918060916+0j),-9.465261918060916,24.532072072072072
(-146.2619436138802+0j),10.599555645889174,2_1,0.5464989052290904,(85.72463761805774+0j),-4.387118943591327,24.532072072072072
(-15.519274418673813+19.99691521457024j),11.978321337465669,3_0,0.1579248808334985,(3.3195679720089104-4.564710966660489j),-6.639135944017823,24.532072072072072
,,0_0,,,,24.63216216216216
,,0_1,,,,24.63216216216216
,,0_2,,,,24.63216216216216
,,0_3,,,,24.63216216216216
,28.647612811922677,1_0,0.0,,-28.647612811922677,24.63216216216216
,9.47670449826532,1_1,0.6691974106016517,,-3.134918386989143,24.63216216216216
,10.723008953771716,1_2,0.5272406460703988,,-4.541551348590977,24.63216216216216
(-28.430661150859336+0j),14.269362335095614,2_0,0.22250270615975232,(9.500870778709958+0j),-9.500870778709958,24.63216216216216
(-146.93413111180442+0j),10.638241883723621,2_1,0.5466323528715221,(86.13415699809458+0j),-4.402005349278693,24.63216216216216
(-15.573957588234393+20.069299762850086j),12.022995592086541,3_0,0.15793242219251605,(3.331736567689184-4.581414356961309j),-6.663473135378369,24.63216216216216
,,0_0,,,,24.73225225225225
,,0_1,,,,24.73225225225225
,,0_2,,,,24.73225225225225
,,0_3,,,,24.73225225225225
,28.757458997913474,1_0,0.0,,-28.757458997913474,24.73225225225225
,9.51182385183609,1_1,0.6692397665410483,,-3.14613307785373,24.73225225225225
,10.7618884208893,1_2,0.5274064385687165,,-4.556707447376778,24.73225225225225
(-28.53603981939546+0j),14.323160777557062,2_0,0.22250738844708728,(9.53648879575775+0j),-9.53648879575775,24.73225225225225
(-147.60642535039352+0j),10.676940522596421,2_1,0.5467645422771811,(86.54373209163693+0j),-4.416899484732054,24.73225225225225
(-15.628665142525179+20.141710442747286j),12.067682100728234,3_0,0.15793988826974117,(3.343909081182269-4.598123249043205j),-6.687818162364538,24.73225225225225
,,0_0,,,,24.83234234234234
,,0_1,,,,24.83234234234234
,,0_2,,,,24.83234234234234
,,0_3,,,,24.83234234234234
,28.867326478408323,1_0,0.0,,-28.867326478408323,24.83234234234234
,9.546953264414878,1_1,0.6692816956376046,,-3.1573521954343238,24.83234234234234
,10.800780717783706,1_2,0.5275706323465054,,-4.571872246958424,24.83234234234234
(-28.641448920905102+0j),14.376972054673487,2_0,0.22251202315892557,(9.572115884378354+0j),-9.572115884378354,24.83234234234234
(-148.278812690742+0j),10.715651537531174,2_1,0.5468954802549062,(86.95335387199297+0j),-4.43180138251783,24.83234234234234
(-15.68339710074109+20.214147163539273j),12.112380787538001,3_0,0.15794727964063782,(3.3560854956228288-4.6148376310759j),-6.712170991245658,24.83234234234234
,,0_0,,,,24.932432432432428
,,0_1,,,,24.932432432432428
,,0_2,,,,24.932432432432428
,,0_3,,,,24.932432432432428
,28.977215044231674,1_0,0.0,,-28.977215044231674,24.932432432432428
,9.582092645099392,1_1,0.6693232034040191,,-3.1685757005673767,24.932432432432428
,10.839685515463618,1_2,0.5277332739790873,,-4.587045395815036,24.932432432432428
(-28.746888177280802+0j),14.43079604665222,2_0,0.22251661091643574,(9.60775196072963+0j),-9.60775196072963,24.932432432432428
(-148.9513161031133+0j),10.754374633854795,2_1,0.5470252016162541,(87.36303767465311+0j),-4.446710754910705,24.932432432432428
(-15.738152680789998+20.286609362590905j),12.157091461413856,3_0,0.15795459821712188,(3.3682657344933364-4.631557364769569j),-6.736531468986673,24.932432432432428
,,0_0,,,,25.03252252252253
,,0_1,,,,25.03252252252253
,,0_2,,,,25.03252252252253
,,0_3,,,,25.03252252252253
,29.0871244888155,1_0,0.0,,-29.0871244888155,25.03252252252253
,9.61724190400809,1_1,0.6693642952672725,,-3.179803554516833,25.03252252252253
,10.87860292025603,1_2,0.5278943567185841,,-4.602227094518053,25.03252252252253
(-28.85235731358918+0j),14.484632635104514,2_0,0.22252115233098962,(9.643396941939837+0j),-9.643396941939837,25.03252252252253
(-149.62390804099942+0j),10.793109892435648,2_1,0.5471537019535174,(87.77276521862278+0j),-4.461627758524523,25.03252252252253
(-15.792932214458444+20.35909713587246j),12.201814093562295,3_0,0.15796184402769298,(3.3804498046666103-4.648282488023238j),-6.760899609333222,25.03252252252253
,,0_0,,,,25.13261261261261
,,0_1,,,,25.13261261261261
,,0_2,,,,25.13261261261261
,,0_3,,,,25.13261261261261
,29.197054608160634,1_0,0.0,,-29.197054608160634,25.13261261261261
,9.65240095226696,1_1,0.6694049765701677,,-3.191035718968831,25.13261261261261
,10.917532744603271,1_2,0.5280539095412368,,-4.617417169750752,25.13261261261261
(-28.957856058028824+0j),14.538481703026273,2_0,0.22252564800434269,(9.679050746094545+0j),-9.679050746094545,25.13261261261261
(-150.29659536933093+0j),10.831857140791993,2_1,0.547281003133333,(88.18254112306168+0j),-4.476552249088968,25.13261261261261
(-15.847735280915934+20.431610136106162j),12.2465485469554,3_0,0.1579690183545584,(3.392637656987456-4.665012919960443j),-6.785275313974914,25.13261261261261
